"","book_id","title","author","no_of_copies_sold","price","year","ranks","ratings","genre"
"430",12410,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",18840,13.3,2014,6,4.7,"Non Fiction"
"431",12415,"The Signal and the Noise: Why So Many Predictions Fail-But Some Don't","Nate Silver",1939,18.46,2012,54,4.5,"Non Fiction"
"432",12419,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",28721,6.98,2017,93,4.3,"Non Fiction"
"433",12421,"Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire)","Charlaine Harris",1234,23.23,2010,84,4.7,"Fiction"
"434",12427,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2011,21,4.9,"Non Fiction"
"435",12433,"The Great Gatsby: The Only Authorized Edition","F. Scott Fitzgerald",18656,6.79,2017,60,4.5,"Non Fiction"
"436",12435,"Baby Touch and Feel: Animals","DK",10680,5.67,2015,40,4.7,"Non Fiction"
"437",12438,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)","Rick Riordan",8856,12.11,2017,81,4.8,"Fiction"
"438",12443,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","Jeff Kinney",11127,4.89,2012,92,4.8,"Fiction"
"439",12448,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","Crystal Radke",77319,4.07,2021,10,4.8,"Non Fiction"
"440",12450,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",10751,4.99,2013,20,4.6,"Non Fiction"
"441",12454,"5,000 Awesome Facts (About Everything!)","National Kids",19088,11.97,2019,40,4.8,"Non Fiction"
"442",12457,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)","Megan Logan MSW  LCSW",16024,9.59,2021,46,4.7,"Non Fiction"
"443",12459,"The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide","Sean Covey",11732,15.98,2012,93,4.6,"Non Fiction"
"444",12460,"Fahrenheit 451","Ray Bradbury",34955,8.29,2015,66,4.6,"Fiction"
"445",12463,"Ready Player Two: A Novel","Ernest Cline",39038,13.18,2020,85,4.3,"Fiction"
"446",12466,"Homebody: A Guide to Creating Spaces You Never Want to Leave","Joanna Gaines",10966,20.79,2018,22,4.8,"Non Fiction"
"447",12467,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)","Dungeons & Dragons",45713,22.95,2019,38,4.9,"Fiction"
"448",12470,"Harry Potter and the Sorcerer's Stone","J.K. Rowling",5120,6.98,2016,90,4.8,"Fiction"
"449",12475,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","Coloring Books for Adults",3138,8.49,2016,68,4.5,"Non Fiction"
"450",12478,"1Q84: A novel","Haruki Murakami",4649,21.99,2011,61,4.4,"Fiction"
"451",12491,"Milk and Honey","Rupi Kaur",46407,7.38,2018,42,4.7,"Non Fiction"
"452",12493,"1984","George Orwell",72441,7.48,2014,84,4.7,"Fiction"
"453",12500,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!","David Zinczenko",1158,14.97,2009,35,4.3,"Non Fiction"
"454",12504,"Grumpy Monkey","Suzanne Lang",22884,10.62,2021,45,4.8,"Fiction"
"455",12520,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","Malcolm Gladwell",7251,16.6,2013,22,4.5,"Non Fiction"
"456",12527,"The Big Book of Silly Jokes for Kids","Carole P. Roman",20572,5.99,2021,70,4.7,"Non Fiction"
"457",12528,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrenâ€™s Book)","Jill Twiss",15015,16.99,2018,6,4.9,"Fiction"
"458",12530,"Where's Spot?","Eric Hill",30989,5,2020,82,4.9,"Fiction"
"459",12533,"The Wonky Donkey","Craig Smith",74725,5.28,2020,37,4.8,"Fiction"
"460",12538,"Diary of a Wimpy Kid #13: Meltdown","Jeff Kinney",20281,11.63,2018,13,4.8,"Fiction"
"461",12541,"The Blood of Olympus (The Heroes of Olympus, 5)","Rick Riordan",15170,11.49,2014,7,4.8,"Fiction"
"462",12547,"Between the World and Me","Ta-Nehisi Coates",20038,12.92,2015,39,4.7,"Non Fiction"
"463",12554,"The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga)","Stephenie Meyer",6165,10.59,2010,18,4.7,"Fiction"
"464",12555,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted","Daniel G. Amen",853,14.3,2010,78,4.5,"Non Fiction"
"465",12556,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",9187,17.99,2015,33,4.7,"Non Fiction"
"466",12558,"Beneath a Scarlet Sky: A Novel","Mark Sullivan",66012,13.46,2017,85,4.7,"Fiction"
"467",12560,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","Tom Robinson",6281,7.5,2014,83,4.6,"Non Fiction"
"468",12568,"Untamed","Glennon Doyle",53688,14.89,2021,26,4.6,"Non Fiction"
"469",12570,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia","Elizabeth Gilbert",8494,9.27,2010,58,4.4,"Non Fiction"
"470",12571,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)","J. K. Rowling",24882,21.52,2019,29,4.9,"Fiction"
"471",12573,"If Animals Kissed Good Night","Ann Whitford Paul",69538,4.14,2020,7,4.8,"Fiction"
"472",12574,"What to Expect When You're Expecting","Heidi Murkoff",29389,18,2013,55,4.8,"Non Fiction"
"473",12584,"Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series)","Bill O'Reilly",10849,9.99,2011,15,4.7,"Non Fiction"
"474",12585,"Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9)","Dav Pilkey",43881,6.48,2020,12,4.9,"Fiction"
"475",12592,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through","Valentina Harper",1797,9.99,2015,84,4.7,"Non Fiction"
"476",12595,"The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond","Melissa Hartwig Urban",2767,13.99,2017,55,4.6,"Non Fiction"
"477",12598,"Decision Points","George W. Bush",2399,8.96,2010,3,4.6,"Non Fiction"
"478",12603,"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution","Tucker Carlson",6919,12.5,2018,50,4.8,"Non Fiction"
"479",12606,"A Day in the Sun (Disney Frozen) (Pictureback(R))","Frank Berrios",734,3.99,2014,95,4.6,"Fiction"
"480",12613,"Catching Fire (Hunger Games)","Suzanne Collins",32459,12.55,2012,90,4.7,"Fiction"
"481",12615,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","School Zone",66846,5.99,2019,9,4.8,"Non Fiction"
"482",12616,"Elder Scrolls V: Skyrim: Prima Official Game Guide","David Hodgson",1781,17.36,2011,65,4.6,"Non Fiction"
"483",12620,"The Book Thief","Markus Zusak",34536,6.99,2011,67,4.7,"Fiction"
"484",12626,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",69866,7.57,2021,22,4.8,"Non Fiction"
"485",12627,"Reflected in You (Crossfire, Book 2)","Sylvia Day",12620,17,2012,71,4.6,"Fiction"
"486",12635,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",28111,8.32,2016,4,4.5,"Non Fiction"
"487",12641,"What Happened to You?: Conversations on Trauma, Resilience, and Healing","Oprah Winfrey",12144,14.49,2021,62,4.7,"Non Fiction"
"488",12643,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","James Clear",84079,11.98,2021,1,4.8,"Non Fiction"
"489",12644,"Fifty Shades Darker","E L James",32887,13.99,2012,2,4.5,"Fiction"
"490",12645,"Leonardo da Vinci","Walter Isaacson",6541,17.91,2017,35,4.6,"Non Fiction"
"491",12646,"Full Dark, No Stars","Stephen King",3418,19.59,2010,68,4.6,"Fiction"
"492",12647,"Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience","Brené Brown",15148,17.78,2021,29,4.8,"Non Fiction"
"493",12659,"To Kill a Mockingbird","Harper Lee",68842,7.19,2021,78,4.8,"Fiction"
"494",12660,"Little Fires Everywhere","Celeste Ng",56899,12.75,2018,43,4.5,"Fiction"
"495",12665,"Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2)","Dav Pilkey",17069,1.17,2017,86,4.9,"Fiction"
"496",12673,"The Casual Vacancy","J.K. Rowling",10955,11,2012,24,3.4,"Fiction"
"497",12676,"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear",20061,4.99,2019,36,4.8,"Non Fiction"
"498",12688,"The Paris Wife: A Novel","Paula McLain",5284,15.99,2011,43,4.4,"Fiction"
"499",12689,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",33598,4.59,2015,58,4.9,"Fiction"
"500",12690,"Greenlights","Matthew McConaughey",59400,15.35,2021,32,4.7,"Non Fiction"
"501",12694,"Paper Towns","John Green",10316,7.68,2014,82,4.4,"Fiction"
"502",12695,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","Coloring Books for Adults",3138,8.49,2015,14,4.5,"Non Fiction"
"503",12701,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown",31128,14.03,2015,21,4.8,"Non Fiction"
"504",12714,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Katherine Boo",3845,16,2012,75,4.3,"Non Fiction"
"505",12715,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",10751,4.99,2014,3,4.6,"Non Fiction"
"506",12724,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",33629,14.54,2010,14,4.8,"Non Fiction"
"507",12730,"Thinking, Fast and Slow","Daniel Kahneman",29732,23.87,2012,23,4.6,"Non Fiction"
"508",12735,"MONEY Master the Game: 7 Simple Steps to Financial Freedom","Tony Robbins",10710,14.86,2014,86,4.6,"Non Fiction"
"509",12744,"The Great Gatsby: The Only Authorized Edition","F. Scott Fitzgerald",18656,6.79,2019,79,4.5,"Fiction"
"510",12748,"I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban","Malala Yousafzai",9853,13.71,2013,68,4.6,"Non Fiction"
"511",12749,"StrengthsFinder 2.0","Gallup",7082,18.29,2011,4,4.1,"Non Fiction"
"512",12752,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",15544,14.68,2018,54,4.6,"Non Fiction"
"513",12753,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",1676,19.99,2009,46,4.6,"Non Fiction"
"514",12756,"The Immortal Life of Henrietta Lacks","Rebecca Skloot",16936,12.1,2012,37,4.7,"Non Fiction"
"515",12758,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children)","Ransom Riggs",13221,9.89,2016,71,4.5,"Fiction"
"516",12759,"Dragons Love Tacos","Adam Rubin",15753,8.95,2018,73,4.8,"Fiction"
"517",12772,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)","Dav Pilkey",27986,7.76,2020,80,4.9,"Fiction"
"518",12787,"The Wonderful Things You Will Be","Emily Winfield Martin",25148,8.55,2019,8,4.9,"Fiction"
"519",12793,"StrengthsFinder 2.0","Gallup",7082,18.29,2017,25,4.1,"Non Fiction"
"520",12796,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",14418,25.99,2017,30,4.6,"Non Fiction"
"521",12804,"True Compass: A Memoir","Edward M. Kennedy",509,13.98,2009,26,4.5,"Non Fiction"
"522",12808,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",80328,14.35,2021,38,4.6,"Non Fiction"
"523",12815,"The Son of Neptune (Heroes of Olympus, Book 2)","Rick Riordan",11657,9.99,2011,14,4.8,"Fiction"
"524",12820,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","Jen Fisch",15796,8.94,2019,83,4.4,"Non Fiction"
"525",12823,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey Rinker",20089,14.48,2012,36,4.9,"Fiction"
"526",12824,"The Deep End (Diary of a Wimpy Kid Book 15)","Jeff Kinney",44139,7.38,2020,24,4.9,"Fiction"
"527",12826,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",12674,24.29,2010,10,4.5,"Non Fiction"
"528",12837,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","Crystal Radke",77319,4.07,2020,4,4.8,"Non Fiction"
"529",12838,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books",12981,4.02,2017,42,4.8,"Fiction"
"530",12839,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","Thomas Campbell",5331,24,2011,48,4.7,"Non Fiction"
"531",12841,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg",8182,16.2,2014,72,4.5,"Non Fiction"
"532",12847,"Delivering Happiness: A Path to Profits, Passion, and Purpose","Tony Hsieh",3242,16.97,2010,34,4.6,"Non Fiction"
"533",12850,"Eleanor Oliphant Is Completely Fine: A Novel","Gail Honeyman",59925,8.31,2019,74,4.5,"Fiction"
"534",12851,"The Love Dare","Stephen Kendrick",3298,11.78,2009,15,4.8,"Non Fiction"
"535",12852,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",10751,4.99,2017,43,4.6,"Non Fiction"
"536",12854,"Twilight (The Twilight Saga, Book 1)","Stephenie Meyer",22103,15.49,2009,12,4.7,"Fiction"
"537",12855,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!","Workman Publishing",21490,7.2,2021,48,4.8,"Non Fiction"
"538",12859,"Oh, the Places You'll Go!","Dr. Seuss",42848,8.48,2019,25,4.9,"Fiction"
"539",12868,"Wolf Hall","Hilary Mantel",10808,34.23,2009,80,4.1,"Fiction"
"540",12869,"Dragons Love Tacos","Adam Rubin",15753,8.95,2017,97,4.8,"Fiction"
"541",12870,"Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series)","Bill O'Reilly",6646,19.39,2015,47,4.7,"Non Fiction"
"542",12875,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",29674,6.92,2018,92,4.7,"Non Fiction"
"543",12879,"The Going-To-Bed Book","Sandra Boynton",15393,3.97,2015,71,4.8,"Fiction"
"544",12880,"The Going-To-Bed Book","Sandra Boynton",15393,3.97,2017,24,4.8,"Fiction"
"545",12883,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","School Zone",66846,5.99,2018,46,4.8,"Non Fiction"
"546",12889,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)","Dr. Seuss",21311,26.47,2021,89,4.9,"Non Fiction"
"547",12890,"The Day the Crayons Quit","Drew Daywalt",19898,9.19,2013,39,4.8,"Fiction"
"548",12899,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)","Dungeons & Dragons",45711,22.95,2016,92,4.9,"Fiction"
"549",12909,"What the Dog Saw: And Other Adventures","Malcolm Gladwell",2143,23.65,2009,92,4.6,"Non Fiction"
"550",12916,"Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters","Scholastic",20986,17.07,2019,55,4.8,"Non Fiction"
"551",12917,"Oh, the Places You'll Go!","Dr. Seuss",42848,8.48,2012,29,4.9,"Fiction"
"552",12920,"I, Alex Cross","James Patterson",3242,9.8,2009,41,4.6,"Fiction"
"553",12925,"Crazy Love: Overwhelmed by a Relentless God","Francis Chan",1920,16.48,2010,17,4.7,"Non Fiction"
"554",12929,"Gone Girl","Gillian Flynn",66978,15.21,2013,32,4.1,"Fiction"
"555",12932,"Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows","George R.R. Martin",6354,54.98,2011,10,4.6,"Fiction"
"556",12934,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",47193,4.55,2016,56,4.9,"Fiction"
"557",12940,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","School Zone",66846,5.99,2021,36,4.8,"Non Fiction"
"558",12942,"Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series)","Bill O'Reilly",11308,11.7,2016,12,4.8,"Non Fiction"
"559",12950,"Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking","Jeff Hertzberg",2189,22.72,2009,89,4.7,"Non Fiction"
"560",12958,"Magnolia Table","Joanna Gaines",32326,16.59,2018,8,4.8,"Non Fiction"
"561",12959,"The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1)","Dr. Jason Fung",25528,16.95,2019,88,4.6,"Non Fiction"
"562",12960,"The Day the Crayons Quit","Drew Daywalt",19898,9.19,2014,11,4.8,"Fiction"
"563",12963,"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander",16915,12.79,2013,11,4.4,"Non Fiction"
"564",12964,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",26369,5,2018,33,4.8,"Fiction"
"565",12966,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","Joel Fuhrman MD",9950,12.99,2013,84,4.5,"Non Fiction"
"566",12967,"All the Light We Cannot See","Anthony Doerr",67291,18.98,2015,8,4.6,"Fiction"
"567",12969,"Cutting for Stone","Abraham Verghese",6790,12,2011,23,4.6,"Fiction"
"568",12973,"The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan",3678,10.33,2010,64,4.6,"Non Fiction"
"569",12976,"The Road to Character","David Brooks",3074,12.99,2015,80,4.4,"Non Fiction"
"570",12984,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg",8182,16.2,2013,2,4.5,"Non Fiction"
"571",12986,"Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy","Jacqueline Kennedy",669,13.08,2011,52,4.4,"Non Fiction"
"572",12987,"Diary of a Minecraft Zombie Book 1: A Scare of A Dare","Zack Zombie",12855,5.71,2015,51,4.7,"Fiction"
"573",12988,"Divergent","Veronica Roth",9701,8,2013,19,4.7,"Fiction"
"574",12989,"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney",18630,8.96,2019,7,4.9,"Fiction"
"575",12990,"Born to Run","Bruce Springsteen",5515,15.2,2016,27,4.7,"Non Fiction"
"576",12998,"Mindset: The New Psychology of Success","Carol S. Dweck",13911,8.55,2014,37,4.6,"Non Fiction"
"577",13002,"The Outsiders","S. E. Hinton",30584,9.49,2019,99,4.8,"Fiction"
"578",13004,"What to Expect When You're Expecting","Heidi Murkoff",29389,12.7,2018,60,4.8,"Non Fiction"
"579",13005,"Pride and Prejudice and Zombies","Jane Austen",2047,9.78,2009,53,4.3,"Fiction"
"580",13014,"A Gentleman in Moscow: A Novel","Amor Towles",50209,14.48,2017,31,4.6,"Fiction"
"581",13026,"Crazy Love: Overwhelmed by a Relentless God","Francis Chan",1920,16.48,2012,66,4.7,"Non Fiction"
"582",13027,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey",24427,11.88,2018,89,4.7,"Non Fiction"
"583",13030,"Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels)","Janet Evanovich",4629,14.99,2011,79,4.6,"Fiction"
"584",13031,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",5803,16.5,2011,38,4.5,"Non Fiction"
"585",13032,"A Guide to the Project Management Body of Knowledge","Project Management Institute",726,24.33,2010,90,4.4,"Non Fiction"
"586",13034,"Diary of a Wimpy Kid #10: Old School","Jeff Kinney",14243,8.78,2015,11,4.8,"Fiction"
"587",13035,"The Wonky Donkey","Craig Smith",74725,5.28,2018,3,4.8,"Fiction"
"588",13037,"Flash Boys","Michael Lewis",6241,16.73,2014,63,4.6,"Non Fiction"
"589",13039,"Getting Things Done: The Art of Stress-Free Productivity","David Allen",4736,24.95,2011,92,4.6,"Non Fiction"
"590",13043,"A Man Called Ove: A Novel","Fredrik Backman",56988,7.63,2017,20,4.7,"Fiction"
"591",13046,"The Whistler","John Grisham",42265,24.5,2016,59,4.4,"Fiction"
"592",13047,"Go Tell the Bees That I Am Gone: A Novel (Outlander)","Diana Gabaldon",54522,18,2021,44,4.7,"Fiction"
"593",13053,"The Official SAT Study Guide","The College Board",1526,41,2013,13,4.4,"Non Fiction"
"594",13054,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",86676,7.74,2016,24,4.7,"Non Fiction"
"595",13056,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","Patrick Lencioni",6296,20.72,2015,54,4.6,"Non Fiction"
"596",13057,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",8638,11.04,2009,66,4.5,"Non Fiction"
"597",13061,"Radical: Taking Back Your Faith from the American Dream","David Platt",2727,9.21,2011,44,4.7,"Non Fiction"
"598",13064,"She Persisted: 13 American Women Who Changed the World","Chelsea Clinton",3262,10.4,2017,65,4.8,"Non Fiction"
"599",13067,"Cooking for Jeffrey: A Barefoot Contessa Cookbook","Ina Garten",2405,15.9,2016,61,4.7,"Non Fiction"
"600",13070,"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell",5732,12.99,2009,37,4.4,"Non Fiction"
"601",13071,"Dragons Love Tacos","Adam Rubin",15753,8.95,2016,91,4.8,"Fiction"
"602",13081,"Grant","Ron Chernow",8610,19.95,2017,76,4.8,"Non Fiction"
"603",13084,"Dreams from My Father: A Story of Race and Inheritance","Barack Obama",7581,16.99,2009,71,4.7,"Non Fiction"
"604",13088,"To Kill a Mockingbird","Harper Lee",68842,7.19,2020,68,4.8,"Fiction"
"605",13095,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)","Dinah Bucholz",30623,9.99,2020,76,4.7,"Fiction"
"606",13105,"The Pout-Pout Fish","Deborah Diesen",23576,4.98,2017,36,4.9,"Fiction"
"607",13108,"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson",3497,11.49,2009,14,4.4,"Non Fiction"
"608",13109,"The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today","Shannon Bream",12288,14.95,2021,69,4.8,"Non Fiction"
"609",13110,"The Sun and Her Flowers","Rupi Kaur",16958,9,2018,81,4.8,"Non Fiction"
"610",13111,"The Very Hungry Caterpillar","Eric Carle",54008,4.93,2020,13,4.9,"Fiction"
"611",13115,"Boomerang: Travels in the New Third World","Michael Lewis",1774,13.81,2011,62,4.5,"Non Fiction"
"612",13120,"Lilac Girls: A Novel (Woolsey-Ferriday)","Martha Hall Kelly",14875,10.05,2017,87,4.6,"Fiction"
"613",13121,"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg",22727,19.19,2012,26,4.7,"Non Fiction"
"614",13124,"The 20/20 Diet: Turn Your Weight Loss Vision Into Reality","Phil McGraw",8313,12.74,2015,76,4,"Non Fiction"
"615",13133,"How to Win Friends & Influence People","Dale Carnegie",79094,10.5,2013,76,4.7,"Non Fiction"
"616",13141,"The Wonderful Things You Will Be","Emily Winfield Martin",25148,8.55,2018,28,4.9,"Fiction"
"617",13147,"12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson",58074,18.14,2019,73,4.8,"Non Fiction"
"618",13151,"A Promised Land","Barack Obama",125017,16.53,2020,1,4.9,"Non Fiction"
"619",13175,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls",32091,6.99,2020,20,4.8,"Non Fiction"
"620",13181,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal","Pretty Simple Press",27846,6.99,2020,79,4.6,"Non Fiction"
"621",13183,"Food Rules: An Eater's Manual","Michael Pollan",2494,11.57,2010,13,4.5,"Non Fiction"
"622",13194,"Mindset: The New Psychology of Success","Carol S. Dweck",13911,8.55,2013,89,4.6,"Non Fiction"
"623",13195,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever","Woo Myung",50,22.97,2012,87,3.8,"Non Fiction"
"624",13197,"Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER","Joshua Weissman",13892,17.93,2021,86,4.9,"Non Fiction"
"625",13204,"Thinking, Fast and Slow","Daniel Kahneman",29732,23.87,2011,42,4.6,"Non Fiction"
"626",13209,"The Art of Racing in the Rain: A Novel","Garth Stein",16418,9.8,2011,45,4.7,"Fiction"
"627",13211,"Live Free Or Die: America (and the World) on the Brink","Sean Hannity",24460,13.45,2020,46,4.8,"Non Fiction"
"628",13215,"Squirrel Seeks Chipmunk: A Modest Bestiary","David Sedaris",935,12.92,2010,97,4.1,"Fiction"
"629",13218,"The Pioneer Woman Cooks: Food from My Frontier","Ree Drummond",4667,13.32,2012,43,4.8,"Non Fiction"
"630",13220,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",14418,25.99,2016,35,4.6,"Non Fiction"
"631",13221,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great","Gwyneth Paltrow",1418,24.78,2013,62,4.4,"Non Fiction"
"632",13222,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Eric Larson",7589,14.49,2011,26,4.5,"Non Fiction"
"633",13225,"Divergent / Insurgent","Veronica Roth",19457,15.99,2014,34,4.6,"Fiction"
"634",13227,"Just Mercy: A Story of Justice and Redemption","Bryan Stevenson",22860,7.87,2020,57,4.8,"Non Fiction"
"635",13230,"Sapiens: A Brief History of Humankind","Yuval Harari",29698,15.5,2019,61,4.6,"Non Fiction"
"636",13232,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","Rachel Hollis",27338,11.51,2018,2,4.6,"Non Fiction"
"637",13238,"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",7012,23.99,2012,21,4.7,"Non Fiction"
"638",13241,"The Shack: Where Tragedy Confronts Eternity","William P. Young",23392,13.4,2009,2,4.7,"Fiction"
"639",13246,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","Tom Rath",2349,15.64,2011,64,4.5,"Non Fiction"
"640",13250,"Oh, the Places You'll Go!Â Â ","Dr. Seuss",42848,8.48,2021,19,4.9,"Fiction"
"641",13258,"The Sun and Her Flowers","Rupi Kaur",16958,9,2017,21,4.8,"Non Fiction"
